Date,CategoricalFeature1,CategoricalFeature2,Activity1,Activity2,Target,Activity3,Activity4,Activity5,Activity6,Activity7,Activity8,Activity9,Activity10,Activity11,Activity12,Activity13,Activity14,Activity15,Activity16
5/21/2018,Cat_1,Cat_3,2134,2106,62,3455,2620,46,NA,266,371,2090,760,1683,2253,1241,1787,788,61
5/21/2018,Cat_2,Cat_3,228,370,56,869,715,NA,NA,87,122,260,158,549,632,317,402,177,NA
5/21/2018,Cat_4,Cat_3,987,1943,54,4298,1389,82,NA,528,905,2066,636,2565,3646,1304,2284,202,NA
5/21/2018,Cat_1,Cat_4,884,2664,NA,1497,2604,96,NA,280,175,4257,821,3254,3477,1981,3161,1157,122
5/21/2018,Cat_2,Cat_4,136,265,NA,308,228,44,NA,60,NA,910,175,413,528,257,410,144,43
5/21/2018,Cat_4,Cat_4,353,1290,63,3441,712,64,NA,721,261,3145,495,2008,2460,1309,1769,112,NA
5/21/2018,Cat_1,Cat_5,33131,63521,823,46159,43491,453,NA,3623,6207,11147,17519,77588,89525,45949,94613,28933,810
5/21/2018,Cat_2,Cat_5,6233,9336,182,13024,10368,217,NA,1063,930,2408,4425,18150,21278,11460,22017,4313,111
5/21/2018,Cat_4,Cat_5,31916,57265,715,94386,25388,370,43,9409,6698,13335,22379,91777,132904,58210,113451,11659,295
5/21/2018,Cat_1,Cat_7,5882,7240,142,20731,9131,53,NA,6287,333,1900,1295,8703,11347,4110,8640,1423,85
5/21/2018,Cat_2,Cat_7,361,901,48,2426,1755,46,NA,602,60,303,316,1184,1771,659,1162,251,46
5/21/2018,Cat_4,Cat_7,1772,6172,45,13802,1990,70,48,17050,231,1895,2323,4551,8293,1592,4078,472,46
5/21/2018,Cat_1,Cat_8,26602,127616,722,36843,50222,367,63,5499,11612,23920,32260,152098,206263,93422,163349,54138,980
5/21/2018,Cat_2,Cat_8,3230,11536,122,5220,10778,99,NA,801,1277,3532,6597,26892,32249,14035,26875,6391,95
5/21/2018,Cat_4,Cat_8,18709,70910,414,36829,23731,347,46,5638,11014,17823,33102,138497,173006,69937,130734,13845,325
5/21/2018,Cat_1,Cat_9,297,964,NA,452,975,NA,NA,177,131,365,265,1774,2238,1112,1571,693,44
5/21/2018,Cat_2,Cat_9,81,362,NA,208,604,NA,NA,148,66,153,167,1463,1762,967,886,342,48
5/21/2018,Cat_4,Cat_9,260,1431,NA,982,747,NA,NA,907,254,641,341,8975,12343,4087,4205,479,54
5/22/2018,Cat_1,Cat_1,5785,7638,63,6979,6036,103,NA,701,463,1408,1310,5543,6420,3852,6541,2113,124
5/22/2018,Cat_2,Cat_1,890,648,NA,1238,957,45,NA,136,187,234,217,923,1098,644,859,242,42
5/22/2018,Cat_4,Cat_1,6130,3197,54,10821,2437,98,NA,1213,371,1104,514,2853,3666,1716,3063,263,47
5/22/2018,Cat_1,Cat_10,3861,2922,42,2948,3553,53,NA,6797,156,913,1299,2123,2089,1231,2059,1002,55
5/22/2018,Cat_2,Cat_10,2030,370,45,1701,1936,NA,NA,7288,59,314,729,858,1097,447,904,168,NA
5/22/2018,Cat_4,Cat_10,9578,3034,62,10296,7318,86,NA,24568,748,1650,9355,8517,11897,4664,10359,690,54
5/22/2018,Cat_1,Cat_2,18360,48171,269,21225,34272,306,NA,3123,5169,29123,9496,71561,91147,39363,84446,20350,859
5/22/2018,Cat_2,Cat_2,2034,4471,66,2846,6865,85,NA,658,848,2748,2101,14615,16299,9035,13166,3069,107
5/22/2018,Cat_4,Cat_2,6598,22142,198,24651,15656,344,NA,4575,3789,19209,11603,59936,80432,29083,53882,4625,213
5/22/2018,Cat_1,Cat_3,1124,1727,61,2736,2263,NA,NA,243,352,1329,636,1728,1872,1304,1854,502,61
5/22/2018,Cat_2,Cat_3,170,188,NA,559,535,NA,NA,76,128,98,201,465,516,286,400,189,NA
5/22/2018,Cat_4,Cat_3,744,1701,63,3744,1337,41,NA,343,788,1684,419,2182,3113,1128,1848,314,NA
5/22/2018,Cat_1,Cat_4,846,2497,45,1470,2450,111,NA,137,135,5568,681,2878,3569,1958,2755,1124,134
5/22/2018,Cat_2,Cat_4,131,199,NA,276,365,NA,NA,63,45,585,76,419,534,337,462,132,41
5/22/2018,Cat_4,Cat_4,599,1342,57,4188,879,47,NA,820,220,1570,578,1754,2312,1220,1917,284,NA
5/22/2018,Cat_1,Cat_5,35381,64967,608,49556,42688,234,NA,4140,6325,11470,17247,81886,86340,51697,89854,29185,658
5/22/2018,Cat_2,Cat_5,6778,9715,180,12779,10437,84,NA,1213,1135,2544,4685,20049,23152,10066,20513,5481,165
5/22/2018,Cat_4,Cat_5,32184,55754,467,85201,23159,416,NA,10127,7064,10770,21735,93335,122104,51635,94273,16930,218
5/22/2018,Cat_1,Cat_6,NA,42,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/22/2018,Cat_1,Cat_7,5769,7743,199,20678,10239,84,NA,6909,459,1820,1205,7687,12082,5086,8896,1571,128
5/22/2018,Cat_2,Cat_7,420,805,NA,2488,1602,NA,NA,574,57,360,292,1374,1665,839,1234,393,60
5/22/2018,Cat_4,Cat_7,2185,6143,42,15900,2393,NA,NA,16649,190,2310,1790,3764,6882,1386,3735,398,45
5/22/2018,Cat_1,Cat_8,28802,107149,692,31334,58311,454,43,4460,11965,22877,37241,178754,174208,87788,167082,51165,1101
5/22/2018,Cat_2,Cat_8,3408,11397,126,5203,10785,99,NA,870,1006,3577,5675,23725,28906,13799,27425,6062,196
5/22/2018,Cat_4,Cat_8,20306,71812,440,44362,21972,379,48,6757,9556,17376,33965,132046,158547,66245,117494,12659,355
5/22/2018,Cat_1,Cat_9,294,979,NA,472,1253,NA,NA,77,93,389,269,2159,2812,1375,2098,687,47
5/22/2018,Cat_2,Cat_9,79,334,NA,205,512,44,NA,172,75,116,89,1786,1886,1097,1006,330,NA
5/22/2018,Cat_4,Cat_9,344,1348,55,1138,875,NA,NA,840,194,616,387,8367,11868,3970,4201,480,NA
5/23/2018,Cat_1,Cat_1,3597,4328,56,3764,3365,80,NA,346,297,1182,890,4179,5257,2851,4655,1706,150
5/23/2018,Cat_2,Cat_1,390,373,NA,529,601,66,NA,61,110,161,189,741,1051,459,819,133,NA
5/23/2018,Cat_4,Cat_1,1885,1382,42,3037,1309,104,NA,539,242,554,487,2161,2413,1312,1932,178,46
5/23/2018,Cat_1,Cat_10,3500,2082,85,2829,3706,NA,NA,5689,253,664,1184,1768,1942,1062,2081,752,67
5/23/2018,Cat_2,Cat_10,2038,279,NA,1802,2133,NA,NA,6134,54,326,793,784,972,510,865,275,63
5/23/2018,Cat_4,Cat_10,11765,3536,68,11813,8392,82,NA,35310,688,2050,8444,8200,11065,4995,9929,662,58
5/23/2018,Cat_1,Cat_2,16048,37426,401,19980,34877,269,NA,2508,5186,25401,9542,77199,88255,43400,68930,20641,882
5/23/2018,Cat_2,Cat_2,2391,4334,133,2795,6011,NA,NA,624,564,2644,2050,13228,13666,8262,12579,2209,178
5/23/2018,Cat_4,Cat_2,6006,23178,174,22122,13901,212,NA,4808,2727,19897,9382,60448,72408,27244,50034,3723,136
5/23/2018,Cat_1,Cat_3,890,1509,72,2137,1488,44,NA,153,282,1041,466,1051,1294,640,1169,522,48
5/23/2018,Cat_2,Cat_3,185,196,NA,481,239,NA,NA,58,77,173,120,271,349,232,277,82,NA
5/23/2018,Cat_4,Cat_3,643,1471,102,2491,1015,45,NA,187,811,1501,588,1731,2309,835,1288,190,43
5/23/2018,Cat_1,Cat_4,780,1901,56,1190,2080,41,NA,154,154,5481,531,2742,2949,1491,2940,716,92
5/23/2018,Cat_2,Cat_4,224,284,42,532,430,43,NA,86,43,642,188,534,580,420,535,116,NA
5/23/2018,Cat_4,Cat_4,402,1291,54,4843,704,62,NA,917,232,1440,508,2039,2765,1264,1750,185,47
5/23/2018,Cat_1,Cat_5,32157,51239,748,51252,38845,362,NA,3713,5254,10956,16599,79856,80531,45902,88659,25858,764
5/23/2018,Cat_2,Cat_5,7142,8734,195,13944,11843,115,NA,1130,847,2495,4415,18609,22734,9945,19067,4721,110
5/23/2018,Cat_4,Cat_5,32939,50971,615,96122,25680,343,58,10008,7136,10726,21614,91435,127273,47911,98893,21488,260
5/23/2018,Cat_1,Cat_7,5406,5752,141,14174,9366,90,NA,8673,493,1621,1191,7932,11922,4624,9320,1340,70
5/23/2018,Cat_2,Cat_7,351,917,NA,2373,1891,NA,NA,688,118,350,243,1341,2407,825,1481,344,NA
5/23/2018,Cat_4,Cat_7,1207,5416,41,12727,1587,59,NA,15056,229,2261,2071,4211,7588,1539,3505,722,44
5/23/2018,Cat_1,Cat_8,24707,93817,852,29172,47239,361,NA,4276,11652,20693,34363,162066,164888,91158,153380,52477,1108
5/23/2018,Cat_2,Cat_8,3348,10636,191,4447,8750,44,NA,728,1104,3075,4643,21377,24271,12700,22411,5598,205
5/23/2018,Cat_4,Cat_8,16725,59606,370,37709,22195,262,NA,6007,11167,14357,27768,110122,160873,55444,126360,12941,255
5/23/2018,Cat_1,Cat_9,315,677,NA,361,820,NA,NA,131,65,513,290,1716,2290,807,1573,792,NA
5/23/2018,Cat_2,Cat_9,143,374,61,174,699,45,NA,164,79,260,126,1600,2182,914,969,268,NA
5/23/2018,Cat_4,Cat_9,236,1517,67,1100,710,48,NA,848,287,535,306,8551,12173,4274,4164,329,NA
5/24/2018,Cat_1,Cat_1,2740,2953,62,3502,3300,111,NA,428,385,919,1094,4476,5395,2902,5314,1847,148
5/24/2018,Cat_2,Cat_1,484,376,NA,605,534,NA,NA,76,70,130,223,678,863,499,695,210,47
5/24/2018,Cat_4,Cat_1,1040,1115,NA,2026,902,93,NA,412,131,416,282,1379,1534,637,1236,102,NA
5/24/2018,Cat_1,Cat_10,2962,1906,63,2827,3313,43,NA,5273,236,710,1142,2150,2401,1278,2076,810,NA
5/24/2018,Cat_2,Cat_10,2132,344,42,1752,1654,40,NA,5826,40,382,759,690,953,386,786,200,60
5/24/2018,Cat_4,Cat_10,7415,2461,79,7968,6798,42,NA,27126,443,1814,8166,8213,10427,4560,8861,537,60
5/24/2018,Cat_1,Cat_2,16018,28384,276,20284,30144,251,NA,2366,4480,21540,9890,63692,75156,39793,69555,16531,868
5/24/2018,Cat_2,Cat_2,1506,3344,83,2637,7722,132,NA,457,520,2331,1837,12597,15259,6407,10709,2393,94
5/24/2018,Cat_4,Cat_2,5828,18553,157,20937,15532,168,NA,4821,3493,17214,10436,50585,74701,29766,50586,3726,144
5/24/2018,Cat_1,Cat_3,793,898,48,1698,1201,NA,NA,131,387,871,388,1141,1330,866,1364,495,NA
5/24/2018,Cat_2,Cat_3,185,199,NA,590,393,NA,NA,113,129,125,62,360,435,217,250,64,NA
5/24/2018,Cat_4,Cat_3,402,932,54,2321,607,NA,NA,317,684,875,318,1587,2229,844,1223,153,NA
5/24/2018,Cat_1,Cat_4,715,1679,42,1417,3140,68,NA,156,181,4209,605,4102,4416,2655,3455,740,137
5/24/2018,Cat_2,Cat_4,114,245,NA,422,366,NA,NA,85,81,471,64,600,703,511,485,130,47
5/24/2018,Cat_4,Cat_4,701,1150,NA,10560,695,43,NA,1212,124,1160,540,2162,2604,1533,1663,115,45
5/24/2018,Cat_1,Cat_5,35300,37656,691,43024,35204,308,NA,3610,6045,10018,15462,68677,80980,40009,79359,27527,681
5/24/2018,Cat_2,Cat_5,7017,8517,104,14776,10764,112,NA,1128,765,2562,3618,17813,20045,9607,18096,4288,137
5/24/2018,Cat_4,Cat_5,34147,48549,420,104932,26699,334,NA,11137,6923,11436,24512,92067,112019,44150,95184,19823,174
5/24/2018,Cat_1,Cat_7,5634,5524,184,14170,8231,55,NA,8320,431,1570,914,6237,11003,4028,6584,1392,82
5/24/2018,Cat_2,Cat_7,884,836,44,2934,1707,NA,NA,1123,61,297,318,1355,1927,692,1339,280,43
5/24/2018,Cat_4,Cat_7,4449,4817,58,18547,2469,109,NA,18226,324,2780,1753,4200,8304,1564,4207,354,43
5/24/2018,Cat_1,Cat_8,25972,82053,675,31085,51842,213,48,4808,11428,21856,33554,142530,168655,86902,164161,51667,1240
5/24/2018,Cat_2,Cat_8,2778,8999,78,4520,9252,112,NA,630,1084,2835,4421,22743,27347,11129,20064,5233,131
5/24/2018,Cat_4,Cat_8,20274,63949,261,41972,22445,312,53,6746,10604,16940,29690,130773,161206,60101,129838,11110,421
5/24/2018,Cat_1,Cat_9,256,946,43,430,890,44,NA,156,84,300,320,1881,2300,1309,1949,899,56
5/24/2018,Cat_2,Cat_9,73,265,45,135,515,NA,NA,180,40,206,131,1257,1736,872,742,333,43
5/24/2018,Cat_4,Cat_9,240,1391,70,1019,579,40,NA,1003,186,430,327,9089,10760,4062,4055,359,NA
5/25/2018,Cat_1,Cat_1,2881,2703,45,3128,3200,72,NA,375,247,802,962,3911,5329,2342,5056,1365,144
5/25/2018,Cat_2,Cat_1,383,393,NA,430,563,31,NA,115,63,133,218,787,826,433,763,238,68
5/25/2018,Cat_4,Cat_1,1474,1227,55,2513,986,65,NA,344,82,476,372,1454,1699,865,1370,90,63
5/25/2018,Cat_1,Cat_10,2961,1894,33,2208,2920,42,NA,5387,187,808,1140,2184,2333,1444,2358,878,81
5/25/2018,Cat_2,Cat_10,2054,362,28,1567,2462,43,NA,6465,40,302,1309,820,1302,522,999,280,59
5/25/2018,Cat_4,Cat_10,8320,4202,147,10195,7565,59,NA,25316,912,2114,14277,14439,20551,8043,14637,1099,132
5/25/2018,Cat_1,Cat_2,12970,25929,257,20005,29575,288,31,2267,3983,21193,8972,58458,68332,37098,64664,15844,965
5/25/2018,Cat_2,Cat_2,2019,3861,117,2616,9246,55,NA,687,627,2176,1975,13279,14284,6555,11352,2255,234
5/25/2018,Cat_4,Cat_2,7268,22892,200,23660,15333,291,NA,4457,3270,25599,10553,54851,76898,28159,44890,4023,153
5/25/2018,Cat_1,Cat_3,516,679,47,1040,912,43,NA,73,378,710,283,1177,1394,786,1350,377,81
5/25/2018,Cat_2,Cat_3,100,201,27,257,398,32,NA,48,105,116,64,343,436,208,302,58,48
5/25/2018,Cat_4,Cat_3,587,812,80,2216,591,56,NA,302,657,724,517,1461,1870,647,1237,107,31
5/25/2018,Cat_1,Cat_4,439,1519,44,1716,1965,63,NA,191,130,10284,470,2716,2889,1674,2889,1011,135
5/25/2018,Cat_2,Cat_4,164,189,29,379,244,NA,NA,61,41,641,97,312,509,238,268,84,NA
5/25/2018,Cat_4,Cat_4,596,1511,56,13530,754,28,NA,1185,166,1322,402,1822,2197,1318,1566,245,30
5/25/2018,Cat_1,Cat_5,32684,38440,733,46825,34247,345,40,3346,5388,11314,14525,73390,85367,40460,70437,25835,735
5/25/2018,Cat_2,Cat_5,7295,9633,240,14601,10814,128,NA,1299,931,2834,4854,20110,20424,9781,21302,5382,141
5/25/2018,Cat_4,Cat_5,33425,55448,472,102968,25203,396,48,9746,5819,12422,25112,91285,124766,52092,103994,20376,244
5/25/2018,Cat_1,Cat_7,4682,4344,83,15188,7989,57,NA,9099,166,1723,1073,6233,7820,3216,6523,1233,82
5/25/2018,Cat_2,Cat_7,655,1095,28,2598,1890,41,NA,693,134,328,415,1038,1927,637,1153,199,42
5/25/2018,Cat_4,Cat_7,2734,5852,76,14596,2289,61,NA,17864,424,2690,1926,4155,8068,1580,4028,653,45
5/25/2018,Cat_1,Cat_8,23863,78075,631,30354,46158,314,68,4186,9964,17752,30630,122274,153421,78246,152434,44217,1015
5/25/2018,Cat_2,Cat_8,3485,9455,103,5533,8243,130,NA,642,894,3151,5306,20940,25728,14153,20827,5047,142
5/25/2018,Cat_4,Cat_8,20263,67499,349,43154,25138,314,74,7744,8750,14379,28376,120718,172950,56778,121007,11024,288
5/25/2018,Cat_1,Cat_9,189,577,43,377,799,58,NA,118,88,254,169,1615,1787,1022,1512,592,63
5/25/2018,Cat_2,Cat_9,89,280,NA,170,542,NA,NA,194,77,222,132,1732,1872,933,1018,314,NA
5/25/2018,Cat_4,Cat_9,302,1214,31,2002,726,32,NA,1254,202,543,344,9039,10703,3862,5429,476,44
5/26/2018,Cat_1,Cat_1,1451,2150,67,1993,2189,59,NA,296,199,569,705,3135,3565,1876,3316,1297,93
5/26/2018,Cat_2,Cat_1,654,542,NA,848,902,84,NA,181,27,131,213,750,987,547,920,189,32
5/26/2018,Cat_4,Cat_1,1594,1310,45,2398,982,62,NA,542,115,340,398,1868,2257,1085,1885,166,33
5/26/2018,Cat_1,Cat_10,2158,1375,43,1765,2374,28,NA,4399,103,573,781,1390,1532,816,1366,487,56
5/26/2018,Cat_2,Cat_10,1870,422,46,1896,2167,27,NA,6649,45,372,1304,1162,1512,654,1453,293,40
5/26/2018,Cat_4,Cat_10,9004,4806,68,12274,9141,41,NA,29924,843,3337,16339,14939,19433,9834,19828,1316,68
5/26/2018,Cat_1,Cat_2,10486,26172,232,13509,18106,251,47,1607,3727,13658,7192,54035,61479,28086,48682,14092,575
5/26/2018,Cat_2,Cat_2,2326,4791,126,3411,11394,44,NA,613,922,2656,2223,16650,18165,9207,14182,2985,198
5/26/2018,Cat_4,Cat_2,7337,28469,277,24887,16749,132,NA,5012,3441,13505,13282,59703,79417,31553,56091,5157,273
5/26/2018,Cat_1,Cat_3,365,440,69,876,611,32,NA,91,160,395,210,733,744,432,748,156,28
5/26/2018,Cat_2,Cat_3,171,120,46,322,263,47,NA,68,33,122,99,368,458,267,312,129,32
5/26/2018,Cat_4,Cat_3,310,827,55,1420,508,56,NA,156,384,529,442,1075,1394,716,1100,84,47
5/26/2018,Cat_1,Cat_4,500,1268,42,1003,1784,32,NA,101,62,1893,457,1870,2267,1268,1955,710,118
5/26/2018,Cat_2,Cat_4,198,381,48,534,361,NA,NA,114,32,330,124,402,509,237,353,172,NA
5/26/2018,Cat_4,Cat_4,633,1657,43,9353,879,43,NA,1400,117,1101,651,2107,2669,1463,2048,249,58
5/26/2018,Cat_1,Cat_5,22528,36982,604,36573,30487,149,32,2652,4281,7482,11694,54387,66409,33968,56994,19979,512
5/26/2018,Cat_2,Cat_5,8730,12361,141,14136,14130,123,NA,1338,1308,3480,6735,25206,29634,12402,26333,5963,188
5/26/2018,Cat_4,Cat_5,34623,71441,569,102932,30078,290,43,10735,7473,12179,29012,116175,131323,62431,116153,23965,482
5/26/2018,Cat_1,Cat_7,4657,4760,106,16046,8171,48,NA,7771,347,1402,1238,6414,8652,3387,5809,1242,76
5/26/2018,Cat_2,Cat_7,481,1538,40,2531,2183,29,NA,684,115,363,344,1648,2425,997,1849,344,53
5/26/2018,Cat_4,Cat_7,1236,7922,60,11728,2526,79,NA,19513,245,2753,2115,4916,9233,1607,4924,520,54
5/26/2018,Cat_1,Cat_8,14908,57510,465,19696,37859,194,30,2956,6707,14383,23333,103774,100093,58989,106440,36890,879
5/26/2018,Cat_2,Cat_8,3675,13572,82,5936,11466,143,NA,1202,1106,3656,6733,28198,33328,17030,24783,6604,182
5/26/2018,Cat_4,Cat_8,20764,84332,426,45437,28242,279,80,7596,11363,19015,40192,144032,191862,71657,139819,13104,416
5/26/2018,Cat_1,Cat_9,117,683,41,194,653,29,NA,117,70,245,146,1401,1465,892,1392,352,33
5/26/2018,Cat_2,Cat_9,113,331,NA,208,583,NA,NA,178,53,190,164,1763,2053,962,1024,405,NA
5/26/2018,Cat_4,Cat_9,188,1528,46,1510,857,48,NA,1197,222,602,354,8679,12061,4558,5770,511,43
5/27/2018,Cat_1,Cat_1,1368,2497,41,1738,2075,46,NA,247,122,868,821,2894,3409,1909,3527,1514,78
5/27/2018,Cat_2,Cat_1,540,418,44,769,774,59,NA,113,64,152,247,1011,1056,762,1081,303,45
5/27/2018,Cat_4,Cat_1,1391,1776,40,2346,1185,66,NA,507,238,486,548,2632,3085,1278,2602,201,33
5/27/2018,Cat_1,Cat_10,2547,1675,31,1904,2423,29,NA,4819,78,655,948,1307,1544,693,1491,563,45
5/27/2018,Cat_2,Cat_10,2365,443,62,1865,2703,41,NA,6658,59,509,1408,1242,1546,940,1392,403,46
5/27/2018,Cat_4,Cat_10,9416,6263,137,12883,8639,76,NA,29988,1177,2595,17106,17346,24652,11098,21361,1317,71
5/27/2018,Cat_1,Cat_2,7569,26952,242,11173,26482,234,NA,1567,3492,19994,8632,57931,65807,29505,53125,14601,591
5/27/2018,Cat_2,Cat_2,2447,6417,78,3473,11992,111,NA,573,1013,3116,2774,17596,21390,10001,15887,3830,147
5/27/2018,Cat_4,Cat_2,7416,28025,225,23150,18422,168,45,4641,4550,16496,11836,77561,97004,36680,64788,6006,85
5/27/2018,Cat_1,Cat_3,511,838,80,1513,1165,NA,NA,76,274,426,415,825,827,666,898,290,40
5/27/2018,Cat_2,Cat_3,143,187,NA,576,308,NA,NA,82,123,90,123,316,420,238,404,111,42
5/27/2018,Cat_4,Cat_3,590,1292,81,2979,673,60,NA,239,914,537,706,1881,2126,836,1774,169,58
5/27/2018,Cat_1,Cat_4,233,1450,43,1569,1120,61,27,110,54,2252,525,1850,2171,1150,1777,586,100
5/27/2018,Cat_2,Cat_4,205,318,NA,510,513,NA,NA,126,44,376,76,426,570,394,419,65,29
5/27/2018,Cat_4,Cat_4,508,1634,48,20610,888,61,NA,1476,334,1390,743,2451,3117,1688,2242,292,44
5/27/2018,Cat_1,Cat_5,18788,31416,625,30880,29204,131,27,2395,3652,6881,10618,57782,68416,35423,63146,18061,543
5/27/2018,Cat_2,Cat_5,8600,14365,134,18168,17091,118,NA,1538,1660,3539,7106,27889,36686,18958,29659,7371,107
5/27/2018,Cat_4,Cat_5,40271,76168,642,116732,28684,505,27,13542,7369,13681,34091,127644,159980,59050,121474,25333,308
5/27/2018,Cat_1,Cat_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA
5/27/2018,Cat_1,Cat_7,3795,4690,116,14759,7062,62,NA,7028,320,1457,1099,5058,7997,3343,5715,1458,65
5/27/2018,Cat_2,Cat_7,423,1196,81,2850,2377,27,NA,488,126,350,370,1753,2585,1216,1816,350,NA
5/27/2018,Cat_4,Cat_7,1223,6003,84,12812,1968,56,NA,19373,246,2074,1741,5240,10277,1971,4409,581,62
5/27/2018,Cat_1,Cat_8,13872,61130,475,18751,35776,178,NA,2412,6709,14870,24808,108221,104910,53343,103940,32224,664
5/27/2018,Cat_2,Cat_8,5058,14775,180,6339,14358,115,NA,1158,1549,4388,8436,36333,36086,17862,36235,8978,239
5/27/2018,Cat_4,Cat_8,21800,85613,482,45205,28153,461,44,6961,11836,17801,38545,147984,203511,86202,173257,15509,378
5/27/2018,Cat_1,Cat_9,112,615,32,327,764,NA,NA,80,86,327,215,1907,2403,1084,1773,609,42
5/27/2018,Cat_2,Cat_9,121,531,28,260,902,NA,NA,238,64,236,144,1776,2394,1136,1196,404,NA
5/27/2018,Cat_4,Cat_9,338,1907,40,2131,839,58,NA,1117,232,637,428,11391,15475,5443,5330,438,67
5/28/2018,Cat_1,Cat_1,2044,2962,82,2452,2310,56,NA,291,246,826,890,3364,4188,2583,4104,1220,112
5/28/2018,Cat_2,Cat_1,500,535,40,643,720,86,NA,104,85,100,130,902,1052,601,880,260,40
5/28/2018,Cat_4,Cat_1,1659,1433,41,2576,1094,60,NA,504,131,443,335,2336,2718,1174,2206,123,59
5/28/2018,Cat_1,Cat_10,2556,1664,57,1788,2512,61,NA,4747,84,768,753,1633,1737,1018,1883,469,103
5/28/2018,Cat_2,Cat_10,2129,407,31,1387,2376,46,NA,6665,116,369,1268,1195,1616,797,1329,240,42
5/28/2018,Cat_4,Cat_10,8910,5261,122,10167,9209,71,NA,32560,1037,3034,19144,16974,23210,10222,19826,1200,68
5/28/2018,Cat_1,Cat_2,11245,25507,245,15287,21609,263,NA,1719,3438,14851,8240,53852,63457,30831,63475,13801,755
5/28/2018,Cat_2,Cat_2,2348,5676,64,3428,13510,63,NA,666,1018,3371,2906,19013,18921,10100,15649,3375,166
5/28/2018,Cat_4,Cat_2,7753,28831,147,26177,20462,275,31,4784,3811,18169,11765,79556,89525,38810,61828,5719,255
5/28/2018,Cat_1,Cat_3,569,819,62,1687,1051,NA,NA,80,315,314,344,1040,1126,800,1185,471,30
5/28/2018,Cat_2,Cat_3,196,151,NA,584,359,NA,NA,46,86,77,63,419,422,270,300,103,54
5/28/2018,Cat_4,Cat_3,577,1514,117,3265,668,32,NA,335,900,608,819,2042,2552,948,1718,305,41
5/28/2018,Cat_1,Cat_4,464,1681,46,1286,1348,56,48,187,81,2907,497,2246,2484,1428,2375,1007,138
5/28/2018,Cat_2,Cat_4,190,299,NA,544,338,NA,NA,125,31,436,119,574,738,302,551,124,46
5/28/2018,Cat_4,Cat_4,887,1631,32,15747,892,82,NA,1508,252,1687,729,2674,3282,1683,2470,241,57
5/28/2018,Cat_1,Cat_5,26492,35117,761,37028,35472,242,43,2729,5041,8815,12078,66531,74521,35950,69886,22334,592
5/28/2018,Cat_2,Cat_5,8701,11825,90,16763,15578,166,NA,1381,1305,3127,6252,28148,36613,15871,28672,8169,217
5/28/2018,Cat_4,Cat_5,40542,68037,719,113286,30063,387,43,12101,9031,14276,27394,115393,156064,66828,127577,24801,302
5/28/2018,Cat_1,Cat_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA
5/28/2018,Cat_1,Cat_7,3932,5983,133,15525,8164,58,NA,6601,390,1473,1239,5648,9463,3787,7347,1470,72
5/28/2018,Cat_2,Cat_7,399,1208,32,2891,2696,46,NA,562,77,461,341,2032,3213,1407,1980,382,NA
5/28/2018,Cat_4,Cat_7,1315,7154,91,11767,2484,76,NA,15791,326,2503,2299,5535,9166,1993,5284,462,47
5/28/2018,Cat_1,Cat_8,16980,72382,833,20236,39074,285,NA,2640,7988,17170,24730,105210,122042,60978,132486,36789,1034
5/28/2018,Cat_2,Cat_8,4171,14601,160,5445,11627,129,NA,981,1548,4440,7127,33456,38312,16635,29312,7540,199
5/28/2018,Cat_4,Cat_8,23429,81138,429,41410,29605,296,61,7267,11368,18953,36726,158702,203772,81901,165073,16204,489
5/28/2018,Cat_1,Cat_9,190,731,67,325,909,NA,NA,64,98,338,227,2203,2607,1151,1858,775,62
5/28/2018,Cat_2,Cat_9,66,495,53,161,534,NA,NA,89,86,222,212,1721,2357,1091,1135,532,NA
5/28/2018,Cat_4,Cat_9,192,1492,30,1622,823,69,NA,1151,168,407,325,11449,13622,5019,5777,514,43
5/29/2018,Cat_1,Cat_1,2900,4026,67,3861,3260,91,NA,303,369,1145,781,4458,5639,2877,5051,1509,88
5/29/2018,Cat_2,Cat_1,388,414,NA,458,616,29,NA,69,80,130,157,654,819,402,690,132,44
5/29/2018,Cat_4,Cat_1,1416,1502,31,2321,701,53,NA,545,144,370,409,1206,1435,595,1106,132,68
5/29/2018,Cat_1,Cat_10,2909,2316,110,1927,3030,NA,NA,5243,142,705,859,1973,2041,1125,2166,734,43
5/29/2018,Cat_2,Cat_10,1402,414,NA,1151,1166,NA,NA,4174,71,263,1053,656,1010,453,796,151,61
5/29/2018,Cat_4,Cat_10,6041,4189,95,7159,6868,45,NA,24252,1031,2199,16675,14407,20366,8273,19517,1299,48
5/29/2018,Cat_1,Cat_2,14120,35919,345,19621,25431,323,NA,2013,5823,21712,9707,74712,85763,40208,72510,19763,918
5/29/2018,Cat_2,Cat_2,1573,5506,44,2326,7280,48,NA,453,703,1608,1891,12754,14557,7567,12628,2367,68
5/29/2018,Cat_4,Cat_2,5610,29698,158,19500,15363,245,NA,4033,3102,19403,11384,58653,74218,29823,55296,4379,227
5/29/2018,Cat_1,Cat_3,526,1263,63,1582,1054,NA,NA,63,314,1300,350,1019,1391,716,1199,367,56
5/29/2018,Cat_2,Cat_3,103,217,43,342,222,NA,NA,55,97,254,97,384,442,194,313,110,NA
